,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,MSC,ENSG00000178860,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Exocrine glandular cells': '27.3', 'Fibroblasts': '26.3', 'Leydig cells': '39.5', 'Melanocytes': '25.8', 'Pancreatic endocrine cells': '27.2', 'Peritubular cells': '40.2', 'Skeletal myocytes': '30.2'}",Cell type enhanced,Detected in some,,"{'hippocampal CA4': '7.0', 'pericyte': '15.5', 'vascular associated smooth muscle cell': '12.0'}",0.44,0.66,0.55,0.80,0.84
0,MSGN1,ENSG00000151379,Tissue enriched,Detected in single,5,{'choroid plexus': '1.1'},Group enriched,Detected in some,4,"{'Basal respiratory cells': '1.4', 'Basal squamous epithelial cells': '2.7'}",Cell type enhanced,Detected in single,,{'choroid plexus epithelial cell': '1.1'},0.96,Not detected,0.89,0.97,0.95
0,MXD1,ENSG00000059728,Tissue enhanced,Detected in all,,"{'bone marrow': '171.5', 'esophagus': '126.4'}",Cell type enhanced,Detected in all,,"{'Distal enterocytes': '333.7', 'Langerhans cells': '250.2', 'monocytes': '429.7', 'Schwann cells': '212.4'}",Low cell type specificity,Detected in all,,,0.53,0.72,0.20,0.47,0.16
0,MXD3,ENSG00000213347,Tissue enhanced,Detected in many,,{'bone marrow': '40.6'},Cell type enhanced,Detected in many,,"{'Erythroid cells': '31.3', 'Plasma cells': '17.5', 'Undifferentiated cells': '20.3'}",Low cell type specificity,Detected in all,,,0.52,0.64,0.20,0.61,0.34
0,MXD4,ENSG00000123933,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.32,0.39,0.17,0.30,0.23
0,MXI1,ENSG00000119950,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Oligodendrocytes': '200.0'},Low cell type specificity,Detected in all,,,0.16,0.40,0.08,0.33,0.20
0,MYC,ENSG00000136997,Tissue enhanced,Detected in many,,"{'adipose tissue': '246.4', 'skin 1': '280.2'}",Cell type enhanced,Detected in many,,"{'Basal keratinocytes': '601.9', 'Basal squamous epithelial cells': '992.6', 'Squamous epithelial cells': '677.0', 'Suprabasal keratinocytes': '633.7'}",Cell type enhanced,Detected in many,,{'lower rhombic lip': '12.6'},0.37,0.33,0.26,0.51,0.69
0,MYCL,ENSG00000116990,Tissue enhanced,Detected in many,,"{'pancreas': '65.7', 'skin 1': '40.1'}",Cell type enhanced,Detected in many,,"{'Cytotrophoblasts': '34.4', 'dendritic cells': '36.1', 'Squamous epithelial cells': '33.8'}",Group enriched,Detected in some,4,"{'central nervous system macrophage': '3.7', 'committed oligodendrocyte precursor': '11.6'}",0.66,0.79,0.19,0.64,0.83
0,MYCN,ENSG00000134323,Tissue enhanced,Detected in many,,{'placenta': '7.9'},Cell type enriched,Detected in some,6,{'Extravillous trophoblasts': '91.9'},Cell type enhanced,Detected in many,,"{'midbrain-derived inhibitory': '13.5', 'oligodendrocyte precursor cell': '14.0'}",0.69,Not detected,0.26,0.88,0.59
0,MYF5,ENSG00000111049,Group enriched,Detected in some,23,"{'skeletal muscle': '5.4', 'tongue': '8.5'}",Group enriched,Detected in some,9,"{'Skeletal myocytes': '7.8', 'Smooth muscle cells': '2.5'}",Not detected,Not detected,,,0.97,Not detected,Not detected,0.98,Not detected
0,MYF6,ENSG00000111046,Group enriched,Detected in some,41,"{'skeletal muscle': '424.5', 'tongue': '199.5'}",Cell type enriched,Detected in some,203,{'Skeletal myocytes': '743.6'},Cell type enhanced,Detected in single,,{'pericyte': '1.2'},0.94,Not detected,0.84,0.99,0.88
0,MYOD1,ENSG00000129152,Tissue enriched,Detected in some,10,{'skeletal muscle': '34.8'},Cell type enriched,Detected in some,21,{'Skeletal myocytes': '76.1'},Not detected,Not detected,,,0.97,Not detected,Not detected,0.99,Not detected
0,MYOG,ENSG00000122180,Group enriched,Detected in some,18,"{'skeletal muscle': '97.4', 'tongue': '44.8'}",Cell type enriched,Detected in single,710,{'Skeletal myocytes': '76.1'},Not detected,Not detected,,,0.93,Not detected,0.57,1.00,Not detected
0,NCOA1,ENSG00000084676,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Astrocytes': '443.4', 'Excitatory neurons': '302.4', 'Inhibitory neurons': '404.0', 'Microglial cells': '326.5', 'Oligodendrocyte precursor cells': '431.1', 'Oligodendrocytes': '284.7'}",Low cell type specificity,Detected in all,,,0.24,0.44,0.06,0.43,0.11
0,NCOA2,ENSG00000140396,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Astrocytes': '153.3', 'Excitatory neurons': '153.5', 'Inhibitory neurons': '301.9', 'Microglial cells': '222.8', 'Oligodendrocyte precursor cells': '234.4', 'Oligodendrocytes': '173.1'}",Low cell type specificity,Detected in all,,,0.26,0.45,0.06,0.44,0.11
0,NCOA3,ENSG00000124151,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'B-cells': '155.2', 'Plasma cells': '161.2'}",Low cell type specificity,Detected in all,,,0.32,0.37,0.13,0.35,0.26
0,NEUROD1,ENSG00000162992,Group enriched,Detected in some,14,"{'brain': '162.6', 'retina': '137.5'}",Cell type enhanced,Detected in some,,"{'Bipolar cells': '74.1', 'Cone photoreceptor cells': '176.7', 'Enteroendocrine cells': '510.2', 'Pancreatic endocrine cells': '54.3', 'Rod photoreceptor cells': '180.7'}",Cell type enriched,Detected in some,9,{'upper rhombic lip': '14.2'},0.92,0.69,0.66,0.90,0.95
0,NEUROD2,ENSG00000171532,Tissue enriched,Detected in single,82,{'brain': '64.9'},Cell type enhanced,Detected in some,,"{'Bipolar cells': '7.7', 'Enteroendocrine cells': '5.0', 'Erythroid cells': '3.5', 'Excitatory neurons': '14.4', 'Horizontal cells': '14.5', 'Mucus glandular cells': '5.0'}",Cell type enhanced,Detected in many,,{'upper rhombic lip': '59.8'},0.98,Not detected,0.37,0.89,0.60
0,NEUROD4,ENSG00000123307,Group enriched,Detected in some,11,"{'pituitary gland': '7.9', 'retina': '29.3'}",Cell type enriched,Detected in some,14,{'Bipolar cells': '177.9'},Not detected,Not detected,,,0.96,Not detected,0.84,0.98,Not detected
0,NEUROD6,ENSG00000164600,Tissue enriched,Detected in single,128,{'brain': '38.0'},Cell type enriched,Detected in some,10,{'Excitatory neurons': '19.7'},Cell type enhanced,Detected in many,,"{'hippocampal CA4': '180.7', 'miscellaneous': '71.6'}",1.00,Not detected,0.62,0.98,0.76
0,NEUROG1,ENSG00000181965,Not detected,Not detected,,,Cell type enriched,Detected in some,4,{'Oocytes': '34.6'},Not detected,Not detected,,,Not detected,Not detected,0.89,0.98,Not detected
0,NEUROG2,ENSG00000178403,Tissue enhanced,Detected in some,,"{'brain': '2.1', 'testis': '1.6'}",Cell type enhanced,Detected in some,,"{'Breast myoepithelial cells': '3.7', 'Early spermatids': '2.1', 'Late spermatids': '1.3', 'Muller glia cells': '5.8', 'Spermatocytes': '1.2'}",Cell type enhanced,Detected in some,,"{'cerebellar inhibitory': '14.1', 'hippocampal CA4': '4.2'}",0.95,Not detected,0.65,0.96,0.92
0,NEUROG3,ENSG00000122859,Group enriched,Detected in some,14,"{'brain': '2.7', 'intestine': '2.5'}",Cell type enriched,Detected in single,11,{'Enteroendocrine cells': '7.4'},Group enriched,Detected in some,11,"{'hippocampal CA4': '6.9', 'hippocampal dentate gyrus': '2.8'}",0.95,Not detected,0.85,0.99,0.96
0,NHLH1,ENSG00000171786,Tissue enhanced,Detected in single,,{'brain': '1.8'},Cell type enhanced,Detected in some,,"{'Astrocytes': '8.1', 'Excitatory neurons': '21.7', 'Inhibitory neurons': '17.9', 'Microglial cells': '8.9', 'Oligodendrocyte precursor cells': '15.6', 'Oligodendrocytes': '45.2'}",Low cell type specificity,Detected in some,,,0.84,Not detected,0.38,0.89,0.53
0,NHLH2,ENSG00000177551,Group enriched,Detected in some,5,"{'brain': '6.8', 'esophagus': '2.2', 'retina': '2.0', 'skin 1': '3.2'}",Cell type enriched,Detected in some,5,{'Skeletal myocytes': '68.3'},Cell type enhanced,Detected in many,,{'thalamic excitatory': '27.7'},0.90,Not detected,0.30,0.93,0.66
0,NPAS1,ENSG00000130751,Tissue enhanced,Detected in some,,"{'brain': '10.5', 'skin 1': '7.5'}",Group enriched,Detected in many,5,"{'Cone photoreceptor cells': '42.5', 'Gastric mucus-secreting cells': '25.4', 'Inhibitory neurons': '27.1', 'Oocytes': '86.8'}",Cell type enhanced,Detected in many,,"{'CGE interneuron': '71.4', 'MGE interneuron': '34.4'}",0.79,Not detected,0.23,0.86,0.62
0,NPAS2,ENSG00000170485,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '106.8', 'Early spermatids': '80.4', 'Excitatory neurons': '145.5', 'Inhibitory neurons': '55.8', 'Microglial cells': '66.2', 'Oligodendrocyte precursor cells': '54.7'}",Low cell type specificity,Detected in all,,,0.37,Not detected,0.10,0.62,0.30
0,NPAS3,ENSG00000151322,Tissue enhanced,Detected in many,,{'brain': '14.9'},Group enriched,Detected in many,6,"{'Astrocytes': '3229.5', 'Inhibitory neurons': '1351.1', 'Oligodendrocyte precursor cells': '1776.3', 'Oligodendrocytes': '1649.1'}",Cell type enhanced,Detected in all,,"{'astrocyte': '6385.7', 'bergmann glia': '7724.8'}",0.77,Not detected,0.09,0.83,0.31
0,NPAS4,ENSG00000174576,Group enriched,Detected in some,6,"{'brain': '20.7', 'pituitary gland': '18.8'}",Cell type enriched,Detected in some,5,{'Horizontal cells': '26.4'},Cell type enhanced,Detected in many,,{'medium spiny neuron': '5.8'},0.85,Not detected,0.67,0.95,0.71
0,OLIG1,ENSG00000184221,Tissue enriched,Detected in some,47,{'brain': '229.8'},Cell type enhanced,Detected in some,,"{'Distal tubular cells': '64.5', 'Oligodendrocyte precursor cells': '348.6', 'Oligodendrocytes': '125.3'}",Group enriched,Detected in many,31,"{'committed oligodendrocyte precursor': '272.9', 'oligodendrocyte': '231.0', 'oligodendrocyte precursor cell': '746.8'}",0.95,0.89,0.10,0.94,0.80
0,OLIG2,ENSG00000205927,Tissue enriched,Detected in some,23,{'brain': '57.3'},Group enriched,Detected in some,22,"{'Oligodendrocyte precursor cells': '116.5', 'Oligodendrocytes': '37.2'}",Cell type enhanced,Detected in some,,"{'committed oligodendrocyte precursor': '125.2', 'oligodendrocyte precursor cell': '276.8'}",0.98,0.97,0.19,0.98,0.87
0,OLIG3,ENSG00000177468,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,Not detected,Not detected,Not detected
0,PTF1A,ENSG00000168267,Tissue enriched,Detected in some,47,{'pancreas': '101.2'},Cell type enriched,Detected in some,4,{'Oocytes': '16.9'},Not detected,Not detected,,,0.97,Not detected,0.54,0.97,Not detected
0,SCX,ENSG00000260428,Tissue enhanced,Detected in many,,"{'brain': '25.6', 'thyroid gland': '36.9'}",Cell type enhanced,Detected in many,,"{'Horizontal cells': '17.6', 'Oocytes': '40.4', 'Skeletal myocytes': '21.5'}",Low cell type specificity,Detected in many,,,0.62,Not detected,0.22,0.71,0.34
0,SIM1,ENSG00000112246,Tissue enhanced,Detected in some,,"{'epididymis': '2.8', 'kidney': '9.5', 'skeletal muscle': '3.4'}",Cell type enhanced,Detected in some,,"{'Basal prostatic cells': '14.5', 'Collecting duct cells': '21.4', 'Distal tubular cells': '9.2', 'Ductal cells': '4.9', 'Skeletal myocytes': '15.6'}",Cell type enriched,Detected in some,6,{'mammillary body': '89.4'},0.89,Not detected,0.82,0.93,0.90
0,SIM2,ENSG00000159263,Group enriched,Detected in some,4,"{'esophagus': '30.2', 'kidney': '59.6'}",Group enriched,Detected in some,4,"{'Basal squamous epithelial cells': '85.3', 'Squamous epithelial cells': '59.8'}",Low cell type specificity,Detected in many,,,0.84,Not detected,0.50,0.89,0.60
0,SOHLH1,ENSG00000165643,Group enriched,Detected in some,9,"{'brain': '41.6', 'testis': '16.4'}",Group enriched,Detected in some,4,"{'Oocytes': '100.0', 'Spermatogonia': '90.7'}",Cell type enhanced,Detected in many,,{'hippocampal CA1-3': '22.2'},0.95,Not detected,0.51,0.93,0.59
0,SOHLH2,ENSG00000120669,Tissue enriched,Detected in many,5,{'testis': '26.7'},Group enriched,Detected in some,4,"{'Late spermatids': '76.5', 'Oocytes': '277.2'}",Low cell type specificity,Detected in many,,,0.84,Not detected,0.23,0.93,0.46
0,SREBF1,ENSG00000072310,Tissue enhanced,Detected in all,,{'adrenal gland': '212.3'},Low cell type specificity,Detected in many,,,Cell type enhanced,Detected in all,,{'astrocyte': '162.4'},0.40,0.79,0.08,0.29,0.37
0,SREBF2,ENSG00000198911,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.21,0.37,0.06,0.33,0.12
0,TAL1,ENSG00000162367,Tissue enhanced,Detected in many,,{'bone marrow': '29.3'},Cell type enhanced,Detected in some,,"{'Adipocytes': '23.7', 'Endothelial cells': '17.1', 'Erythroid cells': '81.9', 'granulocytes': '31.5', 'Late spermatids': '18.3', 'Lymphatic endothelial cells': '27.2', 'Microglial cells': '27.7'}",Cell type enriched,Detected in some,5,{'central nervous system macrophage': '184.2'},0.63,Not detected,0.15,0.89,0.90
0,TAL2,ENSG00000186051,Tissue enriched,Detected in some,4,{'skeletal muscle': '13.2'},Cell type enhanced,Detected in some,,"{'B-cells': '2.6', 'Cone photoreceptor cells': '8.5', 'Distal tubular cells': '12.3', 'Muller glia cells': '3.0', 'Proximal tubular cells': '3.1', 'Skeletal myocytes': '4.9'}",Cell type enhanced,Detected in single,,{'oligodendrocyte precursor cell': '1.1'},0.90,0.91,0.43,0.93,0.79
0,TCF12,ENSG00000140262,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Inhibitory neurons': '306.6', 'Microglial cells': '420.5', 'Oligodendrocyte precursor cells': '580.1', 'Oligodendrocytes': '1407.9'}",Cell type enhanced,Detected in all,,{'oligodendrocyte': '2436.8'},0.31,0.19,0.09,0.54,0.23
0,TCF15,ENSG00000125878,Tissue enhanced,Detected in some,,"{'heart muscle': '27.0', 'skeletal muscle': '20.2', 'tongue': '14.5'}",Cell type enriched,Detected in some,7,{'Adipocytes': '193.1'},Group enriched,Detected in some,5,"{'endothelial cell': '14.0', 'pericyte': '19.1', 'vascular associated smooth muscle cell': '26.6'}",0.79,Not detected,0.27,0.92,0.87
0,TCF21,ENSG00000118526,Tissue enhanced,Detected in many,,"{'lymphoid tissue': '97.8', 'ovary': '197.6', 'placenta': '132.6'}",Cell type enhanced,Detected in some,,"{'Fibroblasts': '80.2', 'Leydig cells': '100.6', 'Ovarian stromal cells': '274.0', 'Peritubular cells': '114.7', 'Sertoli cells': '49.0', 'Smooth muscle cells': '61.2'}",Cell type enhanced,Detected in some,,"{'fibroblast': '6.0', 'hippocampal dentate gyrus': '3.4'}",0.60,Not detected,0.50,0.89,0.93
0,TCF23,ENSG00000163792,Group enriched,Detected in some,5,"{'endometrium 1': '49.5', 'fallopian tube': '23.8', 'ovary': '18.9', 'smooth muscle': '19.6'}",Group enriched,Detected in some,5,"{'Leydig cells': '10.1', 'Ovarian stromal cells': '15.3', 'Peritubular cells': '30.3', 'Sertoli cells': '19.0'}",Not detected,Not detected,,,0.85,0.76,0.13,0.92,Not detected
0,TCF24,ENSG00000261787,Tissue enhanced,Detected in some,,"{'kidney': '1.0', 'testis': '1.4'}",Group enriched,Detected in some,5,"{'Cardiomyocytes': '5.8', 'Spermatocytes': '5.0', 'Spermatogonia': '2.8'}",Cell type enriched,Detected in some,9,{'ependymal cell': '14.4'},0.89,Not detected,0.31,0.95,0.87
0,TCF3,ENSG00000071564,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Plasma cells': '52.1', 'Spermatogonia': '52.7'}",Low cell type specificity,Detected in all,,,0.29,0.49,0.06,0.39,0.32
0,TCF4,ENSG00000196628,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Adipocytes': '788.5', 'dendritic cells': '1062.4', 'Inhibitory neurons': '1126.8', 'Oligodendrocyte precursor cells': '675.4'}",Low cell type specificity,Detected in all,,,0.28,0.73,0.13,0.49,0.18
0,TCFL5,ENSG00000101190,Tissue enhanced,Detected in all,,"{'brain': '67.0', 'testis': '71.9'}",Cell type enhanced,Detected in many,,"{'Early spermatids': '31.5', 'Oligodendrocytes': '30.1', 'Spermatocytes': '53.0'}",Low cell type specificity,Detected in all,,,0.51,Not detected,0.12,0.59,0.31
0,TFAP4,ENSG00000090447,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Basal squamous epithelial cells': '26.1', 'Proximal enterocytes': '37.8'}",Low cell type specificity,Detected in all,,,0.38,Not detected,0.22,0.54,0.27
0,TFE3,ENSG00000068323,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.13,0.68,0.09,0.34,0.21
0,TFEB,ENSG00000112561,Tissue enhanced,Detected in all,,{'skeletal muscle': '86.7'},Cell type enhanced,Detected in many,,"{'Oligodendrocytes': '90.6', 'Syncytiotrophoblasts': '103.0'}",Cell type enhanced,Detected in many,,"{'central nervous system macrophage': '101.2', 'committed oligodendrocyte precursor': '132.0', 'oligodendrocyte': '207.2'}",0.40,0.55,0.15,0.52,0.55
0,TFEC,ENSG00000105967,Tissue enhanced,Detected in many,,"{'bone marrow': '17.0', 'kidney': '19.7', 'lymphoid tissue': '21.6'}",Cell type enhanced,Detected in some,,"{'dendritic cells': '23.0', 'Hofbauer cells': '47.7', 'Kupffer cells': '51.4', 'Macrophages': '68.8', 'Microglial cells': '57.3', 'Proximal tubular cells': '80.3'}",Cell type enriched,Detected in some,13,{'central nervous system macrophage': '315.3'},0.65,0.76,0.30,0.84,0.89
0,TWIST1,ENSG00000122691,Tissue enhanced,Detected in many,,"{'adipose tissue': '21.4', 'breast': '24.4'}",Cell type enhanced,Detected in many,,"{'Endometrial stromal cells': '91.3', 'Fibroblasts': '60.5', 'Langerhans cells': '27.6', 'Mesothelial cells': '38.2', 'Oocytes': '34.6', 'Smooth muscle cells': '38.3'}",Cell type enhanced,Detected in many,,"{'endothelial cell': '51.4', 'fibroblast': '65.2'}",0.56,Not detected,0.36,0.81,0.73
0,TWIST2,ENSG00000233608,Tissue enhanced,Detected in many,,{'cervix': '80.4'},Cell type enhanced,Detected in many,,"{'Endometrial stromal cells': '95.9', 'Fibroblasts': '79.3', 'Langerhans cells': '29.7', 'Leydig cells': '45.9', 'Mesothelial cells': '28.3', 'Ovarian stromal cells': '44.3', 'Peritubular cells': '39.8'}",Cell type enhanced,Detected in some,,"{'central nervous system macrophage': '34.9', 'fibroblast': '51.9', 'vascular associated smooth muscle cell': '18.7'}",0.57,0.99,0.46,0.79,0.80
0,USF1,ENSG00000158773,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'monocytes': '21.2'},Low cell type specificity,Detected in all,,,0.20,0.40,0.04,0.51,0.28
0,USF2,ENSG00000105698,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.20,0.39,0.03,0.28,0.22
0,USF3,ENSG00000176542,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.33,0.43,0.12,0.34,0.07
0,POGK,ENSG00000143157,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Alveolar cells type 1': '98.2'},Low cell type specificity,Detected in all,,,0.25,0.25,0.09,0.43,0.19
0,ATF7-NPFF,ENSG00000267281,Not detected,Not detected,,,Low cell type specificity,Detected in some,,,,,,,Not detected,Not detected,0.28,0.67,Not available
0,ATF1,ENSG00000123268,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.20,0.22,0.20,0.30,0.11
0,ATF2,ENSG00000115966,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Late spermatids': '165.2'},Low cell type specificity,Detected in all,,,0.16,0.18,0.07,0.37,0.07
